"",gene_symbol,GSM4781322,GSM4781323,GSM4781324,GSM4781325,GSM4781326,GSM4781327,GSM4781328,GSM4781329
ENSG00000081923,ATP8B1,2851,1763,1351,1943,2266,1845,1858,1917
ENSG00000081985,IL12RB2,0,0,0,17,0,0,4,3
ENSG00000082014,SMARCD3,479,454,556,274,476,376,351,277
ENSG00000082068,WDR70,1666,2432,1858,1645,1442,1692,1524,2095
ENSG00000082074,FYB1,0,2,0,3,0,0,1,0
ENSG00000082126,MPP4,70,58,46,55,61,54,66,39
ENSG00000082146,STRADB,882,992,749,868,851,788,640,799
ENSG00000082153,BZW1,22421,18867,17007,19372,14558,12863,12141,17024
ENSG00000082175,PGR,1,0,9,0,3,0,8,0
ENSG00000082196,C1QTNF3,26,18,123,40,59,13,56,0
ENSG00000082212,ME2,2850,3083,2916,2053,2526,2283,1987,2754
ENSG00000082213,C5orf22,1880,1809,1378,2064,1510,1615,1326,1467
ENSG00000082258,CCNT2,3199,3944,2842,2173,1906,2857,3026,2712
ENSG00000082269,FAM135A,1965,2215,2033,1236,1497,1671,1426,1514
ENSG00000082293,COL19A1,30,29,18,12,31,19,47,14
ENSG00000082397,EPB41L3,6215,3887,2996,5190,3762,2843,3564,5397
ENSG00000082438,COBLL1,1427,1282,1099,1828,822,1155,998,1436
ENSG00000082458,DLG3,252,382,176,198,172,143,198,393
ENSG00000082482,KCNK2,18,35,26,4,3,7,11,0
ENSG00000082512,TRAF5,612,774,521,454,657,461,535,535
ENSG00000082515,MRPL22,932,991,1015,685,919,798,576,1003
ENSG00000082516,GEMIN5,1993,2210,1782,1580,1700,1851,1682,2099
ENSG00000082556,OPRK1,13,25,9,14,6,20,12,2
ENSG00000082641,NFE2L1,12606,8959,9485,13278,8497,9075,8913,19396
ENSG00000082684,SEMA5B,20,0,2,1,2,16,3,0
ENSG00000082701,GSK3B,4777,5569,5230,6985,5296,4110,4147,4466
ENSG00000082781,ITGB5,6291,5920,7066,4754,5636,7042,6436,7273
ENSG00000082898,XPO1,19679,24182,15287,12739,16967,18278,18375,13139
ENSG00000082929,LINC01587,4,1,0,0,0,0,0,0
ENSG00000082996,RNF13,1850,1586,1844,2051,1250,1343,1074,3205
ENSG00000083067,TRPM3,153,198,113,174,124,227,219,155
ENSG00000083093,PALB2,2118,2199,1908,2229,1346,1312,1713,2076
ENSG00000083097,DOP1A,2384,2531,1723,2805,2222,1902,2410,2066
ENSG00000083099,LYRM2,2435,2067,1949,1691,1874,1343,1263,1970
ENSG00000083123,BCKDHB,730,952,805,409,638,733,728,520
ENSG00000083168,KAT6A,6311,6159,5718,4545,5835,5967,6453,4899
ENSG00000083223,TUT7,2332,2634,1782,3101,2035,2049,1791,3470
ENSG00000083290,ULK2,3485,3838,3448,2607,3102,1720,3180,1900
ENSG00000083307,GRHL2,11,8,2,8,16,3,5,14
ENSG00000083312,TNPO1,20595,19270,16763,17159,15023,16421,13758,17079
ENSG00000083444,PLOD1,7084,4948,6756,4265,7029,6924,6376,8076
ENSG00000083454,P2RX5,207,160,112,269,159,133,72,449
ENSG00000083457,ITGAE,457,562,630,340,659,337,296,546
ENSG00000083520,DIS3,4114,4395,4064,3757,3336,3036,2886,3934
ENSG00000083535,PIBF1,1313,1741,1597,1227,1303,1211,1281,1056
ENSG00000083544,TDRD3,1042,1300,1189,809,1076,805,861,616
ENSG00000083635,NUFIP1,576,658,631,510,517,402,423,687
ENSG00000083642,PDS5B,5069,5826,4379,2528,4827,4149,4536,2117
ENSG00000083720,OXCT1,2737,2950,2459,2241,2351,1910,1644,2265
ENSG00000083750,RRAGB,1015,714,586,460,438,724,669,563
ENSG00000083782,EPYC,0,0,0,0,3,0,0,0
ENSG00000083799,CYLD,3892,4688,3207,5300,3437,2861,2756,4979
ENSG00000083807,SLC27A5,405,474,683,370,470,432,358,435
ENSG00000083812,ZNF324,1175,780,870,1594,795,732,675,1860
ENSG00000083814,ZNF671,187,240,330,136,311,177,153,162
ENSG00000083817,ZNF416,297,337,279,290,250,191,201,218
ENSG00000083828,ZNF586,672,735,584,667,581,613,552,1044
ENSG00000083838,ZNF446,583,463,541,692,431,383,436,697
ENSG00000083844,ZNF264,3285,2252,2556,2748,2803,1945,1860,3112
ENSG00000083845,RPS5,11304,11405,18054,11292,13070,8799,6696,12111
ENSG00000083857,FAT1,39633,34179,28790,36816,28909,36671,30612,35334
ENSG00000083896,YTHDC1,3114,4139,2487,2051,2576,2971,2530,2163
ENSG00000083937,CHMP2B,2308,2399,2412,1694,1844,1701,1389,2245
ENSG00000084070,SMAP2,1135,810,862,901,666,561,504,843
ENSG00000084072,PPIE,1646,1521,1993,1830,1638,1190,1028,2282
ENSG00000084073,ZMPSTE24,2899,2668,2476,2223,2221,2222,2071,2177
ENSG00000084090,STARD7,8176,7963,7868,6248,6176,7308,6481,8657
ENSG00000084092,NOA1,1433,1175,1706,1189,1248,948,818,1156
ENSG00000084093,REST,6296,5706,5782,5552,6186,5300,4615,5883
ENSG00000084110,HAL,24,57,4,52,33,29,8,14
ENSG00000084112,SSH1,3358,2620,1738,3641,2493,2665,2772,2220
ENSG00000084207,GSTP1,8217,6582,9200,7724,7587,6031,4935,9794
ENSG00000084234,APLP2,50432,31424,40150,36164,38378,34356,23750,54439
ENSG00000084444,FAM234B,1107,1104,925,625,1125,932,774,566
ENSG00000084453,SLCO1A2,119,172,47,108,143,129,269,81
ENSG00000084463,WBP11,3759,4680,3723,3444,4009,3840,3057,3724
ENSG00000084623,EIF3I,6503,6371,7438,7681,5613,4615,3758,8776
ENSG00000084628,NKAIN1,18,4,19,2,1,4,15,73
ENSG00000084636,COL16A1,287,130,187,806,261,142,120,905
ENSG00000084652,TXLNA,9384,7665,7910,11864,6721,6839,6357,13886
ENSG00000084674,APOB,0,0,0,0,0,8,6,0
ENSG00000084676,NCOA1,2855,3882,2301,2777,2840,2749,2529,2925
ENSG00000084693,AGBL5,2389,2473,2523,3460,2557,1681,1748,3805
ENSG00000084710,EFR3B,197,143,185,367,129,211,116,431
ENSG00000084731,KIF3C,1397,1297,1199,1198,1060,1121,1182,2467
ENSG00000084733,RAB10,7927,5838,7776,6957,7085,6207,4292,8897
ENSG00000084734,GCKR,69,14,9,144,8,13,21,77
ENSG00000084754,HADHA,11091,9934,10444,9222,9146,7120,7367,10678
ENSG00000084764,MAPRE3,122,93,73,123,96,58,66,130
ENSG00000084774,CAD,5679,5242,2957,7279,5284,5007,5715,6505
ENSG00000085063,CD59,58528,42508,50582,52999,34683,42821,30752,51667
ENSG00000085117,CD82,1630,806,773,3578,943,557,747,2242
ENSG00000085185,BCORL1,1147,966,759,482,1000,920,799,723
ENSG00000085224,ATRX,8729,9308,6902,4625,6549,6255,7106,4305
ENSG00000085231,AK6,272,528,414,657,806,430,309,435
ENSG00000085265,FCN1,11,3,3,4,1,2,1,0
ENSG00000085274,MYNN,1281,1806,1810,1102,1338,949,878,1385
ENSG00000085276,MECOM,1120,916,1045,1076,834,921,931,420
ENSG00000085365,SCAMP1,2971,3084,3399,1932,2777,2244,2418,2964
ENSG00000085377,PREP,1371,1343,1294,1143,1490,1249,1205,1217
ENSG00000085382,HACE1,2203,2824,2184,1743,2367,1989,2097,2012
ENSG00000085415,SEH1L,1992,1622,2215,2004,1973,1627,1740,1676
ENSG00000085433,WDR47,1990,1417,1629,2517,1884,2076,1271,3206
ENSG00000085449,WDFY1,7032,7433,6800,5777,5997,4934,5924,7624
ENSG00000085465,OVGP1,80,38,20,198,51,90,85,75
ENSG00000085491,SLC25A24,4179,4667,4747,2287,3879,3307,3096,3048
ENSG00000085511,MAP3K4,2683,3274,2147,1685,3332,2762,2672,2221
ENSG00000085514,PILRA,38,52,12,60,59,39,68,22
ENSG00000085552,IGSF9,14,13,19,75,14,21,23,80
ENSG00000085563,ABCB1,173,230,125,75,163,146,132,407
ENSG00000085644,ZNF213,499,214,370,658,463,311,267,563
ENSG00000085662,AKR1B1,3981,2957,3245,3526,3151,3013,2944,3393
ENSG00000085719,CPNE3,5906,5489,5572,3859,6604,4844,3611,3642
ENSG00000085733,CTTN,13023,11165,7232,17114,8811,10520,12041,14209
ENSG00000085741,WNT11,14,6,5,131,53,30,9,114
ENSG00000085760,MTIF2,1811,2234,1547,1466,1725,1445,1471,2308
ENSG00000085788,DDHD2,4005,4988,3381,2953,3123,2624,3254,3208
ENSG00000085831,TTC39A,79,59,116,46,111,83,101,88
ENSG00000085832,EPS15,8412,8917,6416,6208,6435,6432,7155,6595
ENSG00000085840,ORC1,2057,1996,1910,1824,1884,1547,1457,2034
ENSG00000085871,MGST2,963,937,989,695,759,792,853,797
ENSG00000085872,CHERP,1251,904,807,1555,1184,1063,1167,1123
ENSG00000085982,USP40,3277,4053,2535,2411,2604,3398,3089,2781
ENSG00000085998,POMGNT1,4229,3774,4196,4276,3471,3697,3224,5665
ENSG00000085999,RAD54L,1684,1631,1321,2128,1608,1611,1912,3055
ENSG00000086015,MAST2,4798,5025,3438,5801,4189,4382,4901,4769
ENSG00000086061,DNAJA1,9260,8501,8787,8274,7770,9263,6473,11526
ENSG00000086062,B4GALT1,3238,2495,2811,3375,2780,2148,1965,2701
ENSG00000086065,CHMP5,3885,3949,4181,3764,3531,2645,2121,4519
ENSG00000086102,NFX1,3085,3364,2494,3287,2456,2142,2754,3294
ENSG00000086159,AQP6,124,142,81,146,79,123,146,36
ENSG00000086189,DIMT1,1208,983,1183,841,924,948,756,1141
ENSG00000086200,IPO11,2951,3178,2600,2049,2411,2563,2049,1988
ENSG00000086205,FOLH1,0,0,0,0,0,0,0,0
ENSG00000086232,EIF2AK1,3827,3416,4503,3058,3943,2864,2637,2951
ENSG00000086288,NME8,0,0,0,0,0,0,25,0
ENSG00000086289,EPDR1,22,4,9,24,33,3,3,90
ENSG00000086300,SNX10,29,56,15,64,37,21,21,50
ENSG00000086475,SEPHS1,2437,2620,2523,1508,2173,2001,1790,2294
ENSG00000086504,MRPL28,1837,1396,2195,1752,1753,1287,949,2183
ENSG00000086506,HBQ1,7,0,15,6,3,3,1,6
ENSG00000086544,ITPKC,1146,634,730,3187,616,461,404,3506
ENSG00000086548,CEACAM6,0,0,0,0,0,0,4,0
ENSG00000086570,FAT2,8,10,15,17,5,9,3,25
ENSG00000086589,RBM22,2824,2598,2270,3690,2239,2426,2218,3965
ENSG00000086598,TMED2,6293,6722,7495,4980,5514,5319,4332,5646
ENSG00000086619,ERO1B,538,664,641,405,551,646,454,757
ENSG00000086666,ZFAND6,2010,2597,2149,1329,1696,1567,1473,1715
ENSG00000086696,HSD17B2,107,59,49,24,16,110,65,12
ENSG00000086712,TXLNG,1037,1163,961,896,906,772,833,1041
ENSG00000086717,PPEF1,0,0,0,4,0,0,0,0
ENSG00000086730,LAT2,31,17,26,14,11,17,21,163
ENSG00000086758,HUWE1,25437,27190,14916,21705,22319,22648,23227,20258
ENSG00000086827,ZW10,2567,2704,2293,1914,2227,1818,1605,2506
ENSG00000086848,ALG9,1701,1853,1406,1769,1352,1682,1653,2292
ENSG00000086967,MYBPC2,0,2,72,2,0,0,1,3
ENSG00000086991,NOX4,322,180,135,103,177,110,145,53
ENSG00000087008,ACOX3,1011,833,946,864,707,617,624,1044
ENSG00000087053,MTMR2,4559,4411,4121,2751,4109,3277,3261,3173
ENSG00000087074,PPP1R15A,6801,4275,4470,13094,2827,3552,2666,15484
ENSG00000087076,HSD17B14,17,31,18,20,54,35,30,35
ENSG00000087077,TRIP6,4129,2391,3221,5307,2765,2373,2012,5650
ENSG00000087085,ACHE,136,44,51,523,58,37,27,557
ENSG00000087086,FTL,59432,59311,71376,63379,56202,55732,40294,60491
ENSG00000087087,SRRT,3768,2878,2524,4020,3154,3020,3309,4138
ENSG00000087088,BAX,3324,2717,3718,4172,2470,2301,2119,4554
ENSG00000087095,NLK,1534,1622,1181,1245,1232,1345,1269,1414
ENSG00000087111,PIGS,2908,2778,2877,2242,2513,2293,2113,2665
ENSG00000087116,ADAMTS2,106,36,182,28,97,17,30,16
ENSG00000087128,TMPRSS11E,1,0,0,0,0,0,0,0
ENSG00000087152,ATXN7L3,2801,2070,1949,3021,2415,2146,1643,2085
ENSG00000087157,PGS1,1746,1506,1010,1867,1231,1456,1422,2269
ENSG00000087191,PSMC5,2871,2368,2270,2996,2367,2117,1783,2871
ENSG00000087206,UIMC1,1943,2195,1252,2276,1315,1608,1437,2440
ENSG00000087237,CETP,57,37,68,13,63,30,41,37
ENSG00000087245,MMP2,5600,4410,6072,1919,4771,6950,5165,2667
ENSG00000087250,MT3,4,8,15,0,6,5,3,3
ENSG00000087253,LPCAT2,5137,4852,5553,1384,4342,5375,5387,1614
ENSG00000087258,GNAO1,94,66,4,4,65,78,6,14
ENSG00000087263,OGFOD1,3730,3033,2312,4925,2721,2788,2212,5144
ENSG00000087266,SH3BP2,6580,4493,3485,8743,3487,5575,4372,7818
ENSG00000087269,NOP14,2157,1767,1448,2028,1313,1359,1209,2296
ENSG00000087274,ADD1,12208,12183,9129,10810,10908,12451,12484,11586
ENSG00000087299,L2HGDH,1698,1491,1027,1249,1328,1155,1272,1298
ENSG00000087301,TXNDC16,1734,2544,2472,1185,1771,1439,1796,1195
ENSG00000087302,RTRAF,4031,4652,4034,4015,3974,2984,2575,5082
ENSG00000087303,NID2,2342,1938,1809,1036,1954,3075,2781,1622
ENSG00000087338,GMCL1,1776,2075,1759,1519,2016,1871,1633,1136
ENSG00000087365,SF3B2,8646,7329,6771,9283,6720,7409,5894,12342
ENSG00000087448,KLHL42,3228,3472,2449,3039,2999,2587,2938,4077
ENSG00000087460,GNAS,24057,19990,21124,25421,21467,18415,18172,30340
ENSG00000087470,DNM1L,5244,7040,4981,3641,4873,4751,3997,4171
ENSG00000087494,PTHLH,132,82,80,437,52,101,51,515
ENSG00000087495,PHACTR3,11,2,8,11,8,4,3,0
ENSG00000087502,ERGIC2,3662,3573,3670,1836,3254,3298,2943,3375
ENSG00000087510,TFAP2C,54,37,75,57,29,86,41,81
ENSG00000087586,AURKA,4061,4072,4351,1001,3814,3745,2940,2372
ENSG00000087589,CASS4,5,5,0,12,9,5,3,3
ENSG00000087842,PIR,766,855,793,679,952,683,641,396
ENSG00000087884,AAMDC,653,580,682,381,568,605,488,496
ENSG00000087903,RFX2,746,849,632,615,425,746,959,611
ENSG00000087995,METTL2A,1109,1315,903,1144,789,1069,756,1156
ENSG00000088002,SULT2B1,5,2,3,0,8,7,8,0
ENSG00000088035,ALG6,735,1153,749,453,904,868,851,639
ENSG00000088038,CNOT3,1357,645,1068,1043,1008,903,782,980
ENSG00000088053,GP6,0,0,0,2,0,0,1,0
ENSG00000088179,PTPN4,2400,2950,2331,1652,1660,2125,1719,2373
ENSG00000088205,DDX18,4390,4695,3938,4892,3717,3590,3522,5396
ENSG00000088247,KHSRP,5947,3527,4718,4579,4652,4184,3890,4558
ENSG00000088256,GNA11,5932,4034,5403,7216,4522,4009,3709,7744
ENSG00000088298,EDEM2,1259,1194,1424,1151,1116,1185,1029,1598
ENSG00000088305,DNMT3B,615,507,469,523,443,522,509,404
ENSG00000088320,REM1,8,1,9,4,3,4,1,2
ENSG00000088325,TPX2,12520,12344,11757,6309,11373,10517,9138,8231
ENSG00000088340,FER1L4,1285,1009,426,313,1207,656,2527,376
ENSG00000088356,PDRG1,477,506,784,564,490,353,328,457
ENSG00000088367,EPB41L1,2357,1532,1422,1627,1652,2026,1851,1317
ENSG00000088386,SLC15A1,33,54,53,39,30,30,58,9
ENSG00000088387,DOCK9,9136,7141,6214,8150,7382,7941,8198,8142
ENSG00000088448,ANKRD10,2981,4732,3019,1731,2885,3121,3352,1516
ENSG00000088451,TGDS,612,743,657,667,575,425,490,727
ENSG00000088538,DOCK3,35,42,26,40,22,18,25,27
ENSG00000088543,C3orf18,203,191,139,103,290,91,148,74
ENSG00000088682,COQ9,1714,1812,1436,1767,1462,1653,1409,2109
ENSG00000088726,TMEM40,94,61,19,248,22,30,30,137
ENSG00000088727,KIF9,94,76,97,86,91,116,67,77
ENSG00000088756,ARHGAP28,85,110,274,42,203,71,115,158
ENSG00000088766,CRLS1,940,1267,923,834,820,840,1013,723
ENSG00000088782,DEFB127,0,0,0,0,0,0,0,0
ENSG00000088808,PPP1R13B,2547,2487,1281,1807,1526,1916,2245,2130
ENSG00000088812,ATRN,5920,5437,5068,3133,5455,4145,4066,3766
ENSG00000088826,SMOX,1298,721,765,2365,624,845,619,2868
ENSG00000088827,SIGLEC1,2,3,7,0,2,4,3,6
ENSG00000088832,FKBP1A,4272,3613,3519,4481,3838,3364,3373,3274
ENSG00000088833,NSFL1C,2016,1769,1745,1885,1825,1813,1495,1991
ENSG00000088836,SLC4A11,585,284,258,1338,464,341,289,1005
ENSG00000088854,C20orf194,2654,2946,2153,2303,2382,2183,2253,1890
ENSG00000088876,ZNF343,1025,1177,938,1678,887,904,618,1171
ENSG00000088881,EBF4,95,111,92,173,268,89,145,86
ENSG00000088882,CPXM1,55,38,124,4,74,45,61,8
ENSG00000088888,MAVS,7320,6155,5235,5935,4987,5617,5657,5419
ENSG00000088899,LZTS3,775,487,592,1350,607,381,309,1791
ENSG00000088926,F11,0,0,0,0,0,0,0,0
ENSG00000088930,XRN2,5886,6402,5471,4847,4996,4087,3788,5885
ENSG00000088970,KIZ,506,783,455,560,706,451,562,458
ENSG00000088986,DYNLL1,4062,3602,4142,3338,3543,3651,2941,4439
ENSG00000088992,TESC,14,0,17,5,0,1,1,4
ENSG00000089006,SNX5,4715,5517,4355,5036,4806,3984,3930,3896
ENSG00000089009,RPL6,32374,35037,38050,23460,34181,22481,19485,26660
ENSG00000089012,SIRPG,0,0,0,0,0,0,1,0
ENSG00000089022,MAPKAPK5,2585,2904,2142,2454,2290,2108,2207,2236
ENSG00000089041,P2RX7,123,138,143,310,97,114,123,139
ENSG00000089048,ESF1,1437,1606,1314,1038,1173,1035,1091,1554
ENSG00000089050,RBBP9,1190,1379,1207,811,1342,879,773,975
ENSG00000089053,ANAPC5,6869,8274,5850,5225,6110,5873,5845,6071
ENSG00000089057,SLC23A2,2453,2953,2100,1811,1884,2269,1961,2696
ENSG00000089060,SLC8B1,3169,2098,1801,3364,1647,2058,1804,4003
ENSG00000089063,TMEM230,3115,2867,3084,2755,2697,2439,2178,2838
ENSG00000089091,DZANK1,220,197,107,130,126,136,141,143
ENSG00000089094,KDM2B,1834,2007,1675,2045,1777,2196,2035,2481
ENSG00000089101,CFAP61,19,5,5,0,0,3,2,0
ENSG00000089116,LHX5,2,3,3,13,4,29,0,23
ENSG00000089123,TASP1,373,424,282,352,421,403,294,375
ENSG00000089127,OAS1,2886,1310,970,4332,665,1331,629,6209
ENSG00000089154,GCN1,11852,8748,6220,10426,7123,7861,7546,13118
ENSG00000089157,RPLP0,53760,55783,76193,47776,61212,33248,28894,50179
ENSG00000089159,PXN,9503,6581,4780,9936,5531,5112,7659,7931
ENSG00000089163,SIRT4,39,38,50,12,27,34,69,45
ENSG00000089169,RPH3A,4,0,0,0,10,4,1,0
ENSG00000089177,KIF16B,321,353,285,277,296,139,175,182
ENSG00000089195,TRMT6,777,840,797,964,818,524,563,802
ENSG00000089199,CHGB,42,23,23,22,32,18,27,25
ENSG00000089220,PEBP1,6036,5260,6842,4025,5079,4392,3756,4776
ENSG00000089225,TBX5,0,0,0,0,4,0,1,3
ENSG00000089234,BRAP,1616,1589,1429,1899,1297,1094,1048,2286
ENSG00000089248,ERP29,3942,3528,4126,2822,3127,3913,3067,4832
ENSG00000089250,NOS1,6,3,2,2,9,5,2,0
ENSG00000089280,FUS,6365,7687,3942,6695,6124,4505,6940,2633
ENSG00000089289,IGBP1,1910,2334,2299,1534,1966,1311,1200,1963
ENSG00000089327,FXYD5,4041,2767,3257,3985,2792,2704,2082,4854
ENSG00000089335,ZNF302,1365,1853,1230,1159,1367,1342,1209,1111
ENSG00000089351,GRAMD1A,1628,1222,1105,1247,1089,1274,1408,1335
ENSG00000089356,FXYD3,0,2,0,11,0,3,8,1
ENSG00000089472,HEPH,0,1,0,0,0,1,0,4
ENSG00000089486,CDIP1,1014,487,783,1382,620,411,334,1770
ENSG00000089505,CMTM1,181,137,135,206,167,134,155,126
ENSG00000089558,KCNH4,22,3,4,23,4,5,4,16
ENSG00000089597,GANAB,21987,17660,20258,16483,19602,19171,17003,20456
ENSG00000089639,GMIP,393,270,433,450,494,340,271,346
ENSG00000089682,RBM41,902,994,901,899,930,571,734,882
ENSG00000089685,BIRC5,3428,3565,4049,1653,3481,3256,2804,1968
ENSG00000089692,LAG3,41,35,23,48,18,5,54,6
ENSG00000089693,MLF2,4332,2885,3684,7550,3643,2448,1934,6661
ENSG00000089723,OTUB2,70,42,76,75,76,48,38,71
ENSG00000089737,DDX24,151,142,166,174,192,158,184,182
ENSG00000089775,ZBTB25,1045,1455,1058,1121,1390,1034,1322,1799
ENSG00000089818,NECAP1,1395,1886,1244,1415,1492,1079,916,2270
ENSG00000089820,ARHGAP4,32,45,82,43,90,35,62,28
ENSG00000089847,ANKRD24,46,29,26,46,25,39,25,105
ENSG00000089876,DHX32,1532,1799,1782,1755,2044,907,950,1670
ENSG00000089902,RCOR1,4610,4528,2582,2947,3267,4799,3797,2622
ENSG00000089916,GPATCH2L,4558,4322,3681,4057,3945,3640,3178,3968
ENSG00000090006,LTBP4,2489,1902,1842,2399,2274,2287,1997,2101
ENSG00000090013,BLVRB,1657,1226,2133,2625,1543,1097,1010,2622
ENSG00000090020,SLC9A1,2720,1516,1243,7169,1503,1377,1327,4394
ENSG00000090054,SPTLC1,3775,3613,3010,3279,2605,2785,2677,4178
ENSG00000090060,PAPOLA,7870,10742,8276,5939,9217,7966,8645,5148
ENSG00000090061,CCNK,1615,1487,971,2957,1222,986,894,1955
ENSG00000090097,PCBP4,1749,1262,1541,2862,1298,1039,945,3388
ENSG00000090104,RGS1,0,0,1,0,0,0,0,0
ENSG00000090238,YPEL3,1456,732,1499,2195,1415,1201,1183,2987
ENSG00000090263,MRPS33,511,613,537,584,549,430,415,618
ENSG00000090266,NDUFB2,1225,1232,1707,1146,1384,988,737,1159
ENSG00000090273,NUDC,2777,2030,2245,2598,1838,2207,1652,3155
ENSG00000090316,MAEA,3081,1440,2394,2497,2135,2126,1796,2633
ENSG00000090339,ICAM1,4166,5954,5676,4226,3740,2780,2730,8069
ENSG00000090372,STRN4,5024,3921,3731,5798,3935,3489,3474,6755
ENSG00000090376,IRAK3,1709,1709,1298,1473,1706,1971,1917,1985
ENSG00000090382,LYZ,153,177,96,166,108,217,216,143
ENSG00000090402,SI,0,0,0,0,0,2,0,0
ENSG00000090432,MUL1,1629,1133,1309,1835,1251,1254,969,2486
ENSG00000090447,TFAP4,213,214,262,124,244,245,297,217
ENSG00000090470,PDCD7,1169,937,1103,1078,1107,937,818,1261
ENSG00000090487,SPG21,3083,3525,2922,2782,2805,2753,2576,3123
ENSG00000090512,FETUB,0,0,0,4,0,0,0,0
ENSG00000090520,DNAJB11,3262,2828,2821,2119,2501,2527,1770,3982
ENSG00000090530,P3H2,1284,1455,1549,485,1352,1063,1267,604
ENSG00000090534,THPO,8,8,5,15,7,14,12,16
ENSG00000090539,CHRD,314,341,333,425,373,330,252,575
ENSG00000090554,FLT3LG,300,214,241,534,268,203,224,605
ENSG00000090565,RAB11FIP3,41,34,10,44,14,37,41,25
ENSG00000090581,GNPTG,2283,1411,2284,2574,1862,1993,1719,3484
ENSG00000090612,ZNF268,2045,2069,1574,1663,1585,1459,1333,1992
ENSG00000090615,GOLGA3,5312,4922,5259,7502,4303,6108,6076,8416
ENSG00000090621,PABPC4,4850,5372,3927,5371,4267,3874,3843,4113
ENSG00000090659,CD209,2,2,12,7,7,21,15,8
ENSG00000090661,CERS4,197,155,247,217,207,150,137,260
ENSG00000090674,MCOLN1,569,467,459,934,571,577,519,862
ENSG00000090686,USP48,5284,8172,4487,3300,4909,6051,7171,3434
ENSG00000090776,EFNB1,4520,1711,3413,9413,2395,3567,1905,12910
ENSG00000090857,PDPR,4586,4242,3128,4073,3620,3430,3731,4122
ENSG00000090861,AARS1,14980,12967,8807,19656,10734,11577,10970,24199
ENSG00000090863,GLG1,22307,20469,17775,15031,18807,20833,18618,20826
ENSG00000090889,KIF4A,5265,4994,5380,2955,4913,4405,3728,3467
ENSG00000090905,TNRC6A,5209,4913,2536,3322,3842,4575,5187,2496
ENSG00000090924,PLEKHG2,2033,1752,1510,1573,1558,1903,1878,1539
ENSG00000090932,DLL3,65,11,44,20,24,18,5,25
ENSG00000090971,NAT14,453,472,707,420,545,600,474,351
ENSG00000090975,PITPNM2,1748,1369,687,2167,782,1469,1198,1409
ENSG00000090989,EXOC1,2830,3126,2551,2384,2838,2185,2273,2159
ENSG00000091009,RBM27,3292,3129,2718,2626,2908,2061,1987,2083
ENSG00000091010,POU4F3,0,1,5,1,0,0,2,0
ENSG00000091039,OSBPL8,10479,9426,11482,6392,8976,8272,6653,8465
ENSG00000091073,DTX2,588,382,221,606,353,441,486,558
ENSG00000091106,NLRC4,7,6,0,32,6,0,4,43
ENSG00000091127,PUS7,1531,1382,1078,1243,1136,1093,1218,1211
ENSG00000091128,LAMB4,161,124,94,162,120,142,172,109
ENSG00000091129,NRCAM,2408,1528,842,4115,1154,1046,873,4173
ENSG00000091136,LAMB1,33597,30323,24191,24125,24668,30553,29938,23577
ENSG00000091137,SLC26A4,89,67,97,100,71,28,51,20
ENSG00000091138,SLC26A3,0,0,0,0,0,0,0,0
ENSG00000091140,DLD,3139,3557,3023,2286,2880,2613,2640,2468
ENSG00000091157,WDR7,3412,4995,2901,2486,3540,1857,2677,1852
ENSG00000091164,TXNL1,1583,1904,1808,1262,1582,1308,1144,1409
ENSG00000091181,IL5RA,3,0,0,0,0,0,2,0
ENSG00000091262,ABCC6,23,27,15,6,20,21,34,8
ENSG00000091317,CMTM6,10120,10094,10371,6607,8608,8279,6680,7503
ENSG00000091409,ITGA6,10547,8595,7669,9891,6359,6490,5816,8650
ENSG00000091428,RAPGEF4,294,359,461,100,286,614,534,10
ENSG00000091436,MAP3K20,7308,7638,6479,6044,7117,5718,5674,6710
ENSG00000091482,SMPX,0,1,0,0,0,0,0,0
ENSG00000091483,FH,3034,2863,2778,1876,2413,2198,1735,2470
ENSG00000091490,SEL1L3,4813,5051,3124,4804,3942,4235,3704,6326
ENSG00000091513,TF,21,129,47,86,176,24,68,9
ENSG00000091527,CDV3,9608,8615,7760,7917,6473,7213,6159,9911
ENSG00000091536,MYO15A,37,100,43,33,76,64,65,239
ENSG00000091542,ALKBH5,4243,3425,4831,3576,4725,3144,3160,4622
ENSG00000091583,APOH,0,0,9,0,0,0,0,0
ENSG00000091592,NLRP1,4415,3179,3183,12544,3716,2447,3138,8711
ENSG00000091622,PITPNM3,816,701,630,720,788,803,864,838
ENSG00000091640,SPAG7,1922,1720,2345,1598,1989,1292,1135,2037
ENSG00000091651,ORC6,3407,3738,2842,3255,2952,3098,3050,3521
ENSG00000091656,ZFHX4,4740,5161,4584,4092,5656,5545,6236,3096
ENSG00000091664,SLC17A6,0,0,0,0,0,0,0,0
ENSG00000091704,CPA1,0,0,0,0,0,3,3,1
ENSG00000091732,ZC3HC1,1357,1344,1171,1253,1081,1145,1147,1583
ENSG00000091831,ESR1,4,3,7,7,0,86,42,3
ENSG00000091844,RGS17,339,351,266,306,319,294,213,331
ENSG00000091879,ANGPT2,45,15,17,14,14,19,24,27
ENSG00000091947,TMEM101,1214,1233,1435,1176,1282,1085,977,1246
ENSG00000091972,CD200,128,148,108,107,98,174,114,110
ENSG00000091986,CCDC80,2266,1904,2091,813,1765,1973,1686,460
ENSG00000092009,CMA1,0,0,0,3,0,0,0,0
ENSG00000092010,PSME1,4907,4968,5718,3575,4288,3549,3024,4951
